capacity_experts_per_layer,lookahead_layers,bandwidth_gbps,requested_amplification,commit_slack_layer_intervals,transfer_concurrency,expert_transfer_ms,lead_time_ms,complete_expert_objects_before_deadline,complete_payload_mib_before_deadline,zero_post_commit_wait_required,evidence
32,3,256.0,4.0,1.0,2,0.0519070100475,2.5572439432144165,98,1176.0,True,analytical_hypothetical_hardware
32,3,256.0,4.0,1.0,4,0.0519070100475,2.5572439432144165,196,2352.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.0,0.0,1,0.5241011926861662,3.8358659148216248,7,84.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.0,0.0,2,0.5241011926861662,3.8358659148216248,14,168.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.0,0.0,4,0.5241011926861662,3.8358659148216248,28,336.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.0,0.25,1,0.5241011926861662,3.995693661272526,7,84.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.0,0.25,2,0.5241011926861662,3.995693661272526,14,168.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.0,0.25,4,0.5241011926861662,3.995693661272526,28,336.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.0,0.5,1,0.5241011926861662,4.155521407723427,7,84.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.0,0.5,2,0.5241011926861662,4.155521407723427,14,168.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.0,0.5,4,0.5241011926861662,4.155521407723427,28,336.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.0,1.0,1,0.5241011926861662,4.475176900625229,8,96.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.0,1.0,2,0.5241011926861662,4.475176900625229,16,192.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.0,1.0,4,0.5241011926861662,4.475176900625229,32,384.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.5,0.0,1,0.5241011926861662,3.8358659148216248,7,84.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.5,0.0,2,0.5241011926861662,3.8358659148216248,14,168.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.5,0.0,4,0.5241011926861662,3.8358659148216248,28,336.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.5,0.25,1,0.5241011926861662,3.995693661272526,7,84.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.5,0.25,2,0.5241011926861662,3.995693661272526,14,168.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.5,0.25,4,0.5241011926861662,3.995693661272526,28,336.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.5,0.5,1,0.5241011926861662,4.155521407723427,7,84.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.5,0.5,2,0.5241011926861662,4.155521407723427,14,168.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.5,0.5,4,0.5241011926861662,4.155521407723427,28,336.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.5,1.0,1,0.5241011926861662,4.475176900625229,8,96.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.5,1.0,2,0.5241011926861662,4.475176900625229,16,192.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,1.5,1.0,4,0.5241011926861662,4.475176900625229,32,384.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,2.0,0.0,1,0.5241011926861662,3.8358659148216248,7,84.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,2.0,0.0,2,0.5241011926861662,3.8358659148216248,14,168.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,2.0,0.0,4,0.5241011926861662,3.8358659148216248,28,336.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,2.0,0.25,1,0.5241011926861662,3.995693661272526,7,84.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,2.0,0.25,2,0.5241011926861662,3.995693661272526,14,168.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,2.0,0.25,4,0.5241011926861662,3.995693661272526,28,336.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,2.0,0.5,1,0.5241011926861662,4.155521407723427,7,84.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,2.0,0.5,2,0.5241011926861662,4.155521407723427,14,168.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,2.0,0.5,4,0.5241011926861662,4.155521407723427,28,336.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,2.0,1.0,1,0.5241011926861662,4.475176900625229,8,96.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,2.0,1.0,2,0.5241011926861662,4.475176900625229,16,192.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,2.0,1.0,4,0.5241011926861662,4.475176900625229,32,384.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,4.0,0.0,1,0.5241011926861662,3.8358659148216248,7,84.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,4.0,0.0,2,0.5241011926861662,3.8358659148216248,14,168.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,4.0,0.0,4,0.5241011926861662,3.8358659148216248,28,336.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,4.0,0.25,1,0.5241011926861662,3.995693661272526,7,84.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,4.0,0.25,2,0.5241011926861662,3.995693661272526,14,168.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,4.0,0.25,4,0.5241011926861662,3.995693661272526,28,336.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,4.0,0.5,1,0.5241011926861662,4.155521407723427,7,84.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,4.0,0.5,2,0.5241011926861662,4.155521407723427,14,168.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,4.0,0.5,4,0.5241011926861662,4.155521407723427,28,336.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,4.0,1.0,1,0.5241011926861662,4.475176900625229,8,96.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,4.0,1.0,2,0.5241011926861662,4.475176900625229,16,192.0,True,analytical_hypothetical_hardware
32,6,24.1354255944,4.0,1.0,4,0.5241011926861662,4.475176900625229,32,384.0,True,analytical_hypothetical_hardware
32,6,64.0,1.0,0.0,1,0.1993630100475,3.8358659148216248,19,228.0,True,analytical_hypothetical_hardware
32,6,64.0,1.0,0.0,2,0.1993630100475,3.8358659148216248,38,456.0,True,analytical_hypothetical_hardware
32,6,64.0,1.0,0.0,4,0.1993630100475,3.8358659148216248,76,912.0,True,analytical_hypothetical_hardware
32,6,64.0,1.0,0.25,1,0.1993630100475,3.995693661272526,20,240.0,True,analytical_hypothetical_hardware
32,6,64.0,1.0,0.25,2,0.1993630100475,3.995693661272526,40,480.0,True,analytical_hypothetical_hardware
32,6,64.0,1.0,0.25,4,0.1993630100475,3.995693661272526,80,960.0,True,analytical_hypothetical_hardware
32,6,64.0,1.0,0.5,1,0.1993630100475,4.155521407723427,20,240.0,True,analytical_hypothetical_hardware
32,6,64.0,1.0,0.5,2,0.1993630100475,4.155521407723427,40,480.0,True,analytical_hypothetical_hardware
32,6,64.0,1.0,0.5,4,0.1993630100475,4.155521407723427,80,960.0,True,analytical_hypothetical_hardware
32,6,64.0,1.0,1.0,1,0.1993630100475,4.475176900625229,22,264.0,True,analytical_hypothetical_hardware
32,6,64.0,1.0,1.0,2,0.1993630100475,4.475176900625229,44,528.0,True,analytical_hypothetical_hardware
32,6,64.0,1.0,1.0,4,0.1993630100475,4.475176900625229,88,1056.0,True,analytical_hypothetical_hardware
32,6,64.0,1.5,0.0,1,0.1993630100475,3.8358659148216248,19,228.0,True,analytical_hypothetical_hardware
32,6,64.0,1.5,0.0,2,0.1993630100475,3.8358659148216248,38,456.0,True,analytical_hypothetical_hardware
32,6,64.0,1.5,0.0,4,0.1993630100475,3.8358659148216248,76,912.0,True,analytical_hypothetical_hardware
32,6,64.0,1.5,0.25,1,0.1993630100475,3.995693661272526,20,240.0,True,analytical_hypothetical_hardware
32,6,64.0,1.5,0.25,2,0.1993630100475,3.995693661272526,40,480.0,True,analytical_hypothetical_hardware
32,6,64.0,1.5,0.25,4,0.1993630100475,3.995693661272526,80,960.0,True,analytical_hypothetical_hardware
32,6,64.0,1.5,0.5,1,0.1993630100475,4.155521407723427,20,240.0,True,analytical_hypothetical_hardware
32,6,64.0,1.5,0.5,2,0.1993630100475,4.155521407723427,40,480.0,True,analytical_hypothetical_hardware
32,6,64.0,1.5,0.5,4,0.1993630100475,4.155521407723427,80,960.0,True,analytical_hypothetical_hardware
32,6,64.0,1.5,1.0,1,0.1993630100475,4.475176900625229,22,264.0,True,analytical_hypothetical_hardware
32,6,64.0,1.5,1.0,2,0.1993630100475,4.475176900625229,44,528.0,True,analytical_hypothetical_hardware
32,6,64.0,1.5,1.0,4,0.1993630100475,4.475176900625229,88,1056.0,True,analytical_hypothetical_hardware
32,6,64.0,2.0,0.0,1,0.1993630100475,3.8358659148216248,19,228.0,True,analytical_hypothetical_hardware
32,6,64.0,2.0,0.0,2,0.1993630100475,3.8358659148216248,38,456.0,True,analytical_hypothetical_hardware
32,6,64.0,2.0,0.0,4,0.1993630100475,3.8358659148216248,76,912.0,True,analytical_hypothetical_hardware
32,6,64.0,2.0,0.25,1,0.1993630100475,3.995693661272526,20,240.0,True,analytical_hypothetical_hardware
32,6,64.0,2.0,0.25,2,0.1993630100475,3.995693661272526,40,480.0,True,analytical_hypothetical_hardware
32,6,64.0,2.0,0.25,4,0.1993630100475,3.995693661272526,80,960.0,True,analytical_hypothetical_hardware
32,6,64.0,2.0,0.5,1,0.1993630100475,4.155521407723427,20,240.0,True,analytical_hypothetical_hardware
32,6,64.0,2.0,0.5,2,0.1993630100475,4.155521407723427,40,480.0,True,analytical_hypothetical_hardware
32,6,64.0,2.0,0.5,4,0.1993630100475,4.155521407723427,80,960.0,True,analytical_hypothetical_hardware
32,6,64.0,2.0,1.0,1,0.1993630100475,4.475176900625229,22,264.0,True,analytical_hypothetical_hardware
32,6,64.0,2.0,1.0,2,0.1993630100475,4.475176900625229,44,528.0,True,analytical_hypothetical_hardware
32,6,64.0,2.0,1.0,4,0.1993630100475,4.475176900625229,88,1056.0,True,analytical_hypothetical_hardware
32,6,64.0,4.0,0.0,1,0.1993630100475,3.8358659148216248,19,228.0,True,analytical_hypothetical_hardware
32,6,64.0,4.0,0.0,2,0.1993630100475,3.8358659148216248,38,456.0,True,analytical_hypothetical_hardware
32,6,64.0,4.0,0.0,4,0.1993630100475,3.8358659148216248,76,912.0,True,analytical_hypothetical_hardware
32,6,64.0,4.0,0.25,1,0.1993630100475,3.995693661272526,20,240.0,True,analytical_hypothetical_hardware
32,6,64.0,4.0,0.25,2,0.1993630100475,3.995693661272526,40,480.0,True,analytical_hypothetical_hardware
32,6,64.0,4.0,0.25,4,0.1993630100475,3.995693661272526,80,960.0,True,analytical_hypothetical_hardware
32,6,64.0,4.0,0.5,1,0.1993630100475,4.155521407723427,20,240.0,True,analytical_hypothetical_hardware
32,6,64.0,4.0,0.5,2,0.1993630100475,4.155521407723427,40,480.0,True,analytical_hypothetical_hardware
32,6,64.0,4.0,0.5,4,0.1993630100475,4.155521407723427,80,960.0,True,analytical_hypothetical_hardware
32,6,64.0,4.0,1.0,1,0.1993630100475,4.475176900625229,22,264.0,True,analytical_hypothetical_hardware
32,6,64.0,4.0,1.0,2,0.1993630100475,4.475176900625229,44,528.0,True,analytical_hypothetical_hardware
32,6,64.0,4.0,1.0,4,0.1993630100475,4.475176900625229,88,1056.0,True,analytical_hypothetical_hardware
32,6,128.0,1.0,0.0,1,0.10105901004750001,3.8358659148216248,37,444.0,True,analytical_hypothetical_hardware
32,6,128.0,1.0,0.0,2,0.10105901004750001,3.8358659148216248,74,888.0,True,analytical_hypothetical_hardware
32,6,128.0,1.0,0.0,4,0.10105901004750001,3.8358659148216248,148,1776.0,True,analytical_hypothetical_hardware
32,6,128.0,1.0,0.25,1,0.10105901004750001,3.995693661272526,39,468.0,True,analytical_hypothetical_hardware
32,6,128.0,1.0,0.25,2,0.10105901004750001,3.995693661272526,78,936.0,True,analytical_hypothetical_hardware
32,6,128.0,1.0,0.25,4,0.10105901004750001,3.995693661272526,156,1872.0,True,analytical_hypothetical_hardware
32,6,128.0,1.0,0.5,1,0.10105901004750001,4.155521407723427,41,492.0,True,analytical_hypothetical_hardware
32,6,128.0,1.0,0.5,2,0.10105901004750001,4.155521407723427,82,984.0,True,analytical_hypothetical_hardware
32,6,128.0,1.0,0.5,4,0.10105901004750001,4.155521407723427,164,1968.0,True,analytical_hypothetical_hardware
32,6,128.0,1.0,1.0,1,0.10105901004750001,4.475176900625229,44,528.0,True,analytical_hypothetical_hardware
32,6,128.0,1.0,1.0,2,0.10105901004750001,4.475176900625229,88,1056.0,True,analytical_hypothetical_hardware
32,6,128.0,1.0,1.0,4,0.10105901004750001,4.475176900625229,176,2112.0,True,analytical_hypothetical_hardware
32,6,128.0,1.5,0.0,1,0.10105901004750001,3.8358659148216248,37,444.0,True,analytical_hypothetical_hardware
32,6,128.0,1.5,0.0,2,0.10105901004750001,3.8358659148216248,74,888.0,True,analytical_hypothetical_hardware
32,6,128.0,1.5,0.0,4,0.10105901004750001,3.8358659148216248,148,1776.0,True,analytical_hypothetical_hardware
32,6,128.0,1.5,0.25,1,0.10105901004750001,3.995693661272526,39,468.0,True,analytical_hypothetical_hardware
32,6,128.0,1.5,0.25,2,0.10105901004750001,3.995693661272526,78,936.0,True,analytical_hypothetical_hardware
32,6,128.0,1.5,0.25,4,0.10105901004750001,3.995693661272526,156,1872.0,True,analytical_hypothetical_hardware
32,6,128.0,1.5,0.5,1,0.10105901004750001,4.155521407723427,41,492.0,True,analytical_hypothetical_hardware
32,6,128.0,1.5,0.5,2,0.10105901004750001,4.155521407723427,82,984.0,True,analytical_hypothetical_hardware
32,6,128.0,1.5,0.5,4,0.10105901004750001,4.155521407723427,164,1968.0,True,analytical_hypothetical_hardware
32,6,128.0,1.5,1.0,1,0.10105901004750001,4.475176900625229,44,528.0,True,analytical_hypothetical_hardware
32,6,128.0,1.5,1.0,2,0.10105901004750001,4.475176900625229,88,1056.0,True,analytical_hypothetical_hardware
32,6,128.0,1.5,1.0,4,0.10105901004750001,4.475176900625229,176,2112.0,True,analytical_hypothetical_hardware
32,6,128.0,2.0,0.0,1,0.10105901004750001,3.8358659148216248,37,444.0,True,analytical_hypothetical_hardware
32,6,128.0,2.0,0.0,2,0.10105901004750001,3.8358659148216248,74,888.0,True,analytical_hypothetical_hardware
32,6,128.0,2.0,0.0,4,0.10105901004750001,3.8358659148216248,148,1776.0,True,analytical_hypothetical_hardware
32,6,128.0,2.0,0.25,1,0.10105901004750001,3.995693661272526,39,468.0,True,analytical_hypothetical_hardware
32,6,128.0,2.0,0.25,2,0.10105901004750001,3.995693661272526,78,936.0,True,analytical_hypothetical_hardware
32,6,128.0,2.0,0.25,4,0.10105901004750001,3.995693661272526,156,1872.0,True,analytical_hypothetical_hardware
32,6,128.0,2.0,0.5,1,0.10105901004750001,4.155521407723427,41,492.0,True,analytical_hypothetical_hardware
32,6,128.0,2.0,0.5,2,0.10105901004750001,4.155521407723427,82,984.0,True,analytical_hypothetical_hardware
32,6,128.0,2.0,0.5,4,0.10105901004750001,4.155521407723427,164,1968.0,True,analytical_hypothetical_hardware
32,6,128.0,2.0,1.0,1,0.10105901004750001,4.475176900625229,44,528.0,True,analytical_hypothetical_hardware
32,6,128.0,2.0,1.0,2,0.10105901004750001,4.475176900625229,88,1056.0,True,analytical_hypothetical_hardware
32,6,128.0,2.0,1.0,4,0.10105901004750001,4.475176900625229,176,2112.0,True,analytical_hypothetical_hardware
32,6,128.0,4.0,0.0,1,0.10105901004750001,3.8358659148216248,37,444.0,True,analytical_hypothetical_hardware
32,6,128.0,4.0,0.0,2,0.10105901004750001,3.8358659148216248,74,888.0,True,analytical_hypothetical_hardware
32,6,128.0,4.0,0.0,4,0.10105901004750001,3.8358659148216248,148,1776.0,True,analytical_hypothetical_hardware
32,6,128.0,4.0,0.25,1,0.10105901004750001,3.995693661272526,39,468.0,True,analytical_hypothetical_hardware
32,6,128.0,4.0,0.25,2,0.10105901004750001,3.995693661272526,78,936.0,True,analytical_hypothetical_hardware
32,6,128.0,4.0,0.25,4,0.10105901004750001,3.995693661272526,156,1872.0,True,analytical_hypothetical_hardware
32,6,128.0,4.0,0.5,1,0.10105901004750001,4.155521407723427,41,492.0,True,analytical_hypothetical_hardware
32,6,128.0,4.0,0.5,2,0.10105901004750001,4.155521407723427,82,984.0,True,analytical_hypothetical_hardware
32,6,128.0,4.0,0.5,4,0.10105901004750001,4.155521407723427,164,1968.0,True,analytical_hypothetical_hardware
32,6,128.0,4.0,1.0,1,0.10105901004750001,4.475176900625229,44,528.0,True,analytical_hypothetical_hardware
32,6,128.0,4.0,1.0,2,0.10105901004750001,4.475176900625229,88,1056.0,True,analytical_hypothetical_hardware
32,6,128.0,4.0,1.0,4,0.10105901004750001,4.475176900625229,176,2112.0,True,analytical_hypothetical_hardware
32,6,256.0,1.0,0.0,1,0.0519070100475,3.8358659148216248,73,876.0,True,analytical_hypothetical_hardware
32,6,256.0,1.0,0.0,2,0.0519070100475,3.8358659148216248,146,1752.0,True,analytical_hypothetical_hardware
32,6,256.0,1.0,0.0,4,0.0519070100475,3.8358659148216248,292,3504.0,True,analytical_hypothetical_hardware
32,6,256.0,1.0,0.25,1,0.0519070100475,3.995693661272526,76,912.0,True,analytical_hypothetical_hardware
32,6,256.0,1.0,0.25,2,0.0519070100475,3.995693661272526,152,1824.0,True,analytical_hypothetical_hardware
32,6,256.0,1.0,0.25,4,0.0519070100475,3.995693661272526,304,3648.0,True,analytical_hypothetical_hardware
32,6,256.0,1.0,0.5,1,0.0519070100475,4.155521407723427,80,960.0,True,analytical_hypothetical_hardware
32,6,256.0,1.0,0.5,2,0.0519070100475,4.155521407723427,160,1920.0,True,analytical_hypothetical_hardware
32,6,256.0,1.0,0.5,4,0.0519070100475,4.155521407723427,320,3840.0,True,analytical_hypothetical_hardware
32,6,256.0,1.0,1.0,1,0.0519070100475,4.475176900625229,86,1032.0,True,analytical_hypothetical_hardware
32,6,256.0,1.0,1.0,2,0.0519070100475,4.475176900625229,172,2064.0,True,analytical_hypothetical_hardware
32,6,256.0,1.0,1.0,4,0.0519070100475,4.475176900625229,344,4128.0,True,analytical_hypothetical_hardware
32,6,256.0,1.5,0.0,1,0.0519070100475,3.8358659148216248,73,876.0,True,analytical_hypothetical_hardware
32,6,256.0,1.5,0.0,2,0.0519070100475,3.8358659148216248,146,1752.0,True,analytical_hypothetical_hardware
32,6,256.0,1.5,0.0,4,0.0519070100475,3.8358659148216248,292,3504.0,True,analytical_hypothetical_hardware
32,6,256.0,1.5,0.25,1,0.0519070100475,3.995693661272526,76,912.0,True,analytical_hypothetical_hardware
32,6,256.0,1.5,0.25,2,0.0519070100475,3.995693661272526,152,1824.0,True,analytical_hypothetical_hardware
32,6,256.0,1.5,0.25,4,0.0519070100475,3.995693661272526,304,3648.0,True,analytical_hypothetical_hardware
32,6,256.0,1.5,0.5,1,0.0519070100475,4.155521407723427,80,960.0,True,analytical_hypothetical_hardware
32,6,256.0,1.5,0.5,2,0.0519070100475,4.155521407723427,160,1920.0,True,analytical_hypothetical_hardware
32,6,256.0,1.5,0.5,4,0.0519070100475,4.155521407723427,320,3840.0,True,analytical_hypothetical_hardware
32,6,256.0,1.5,1.0,1,0.0519070100475,4.475176900625229,86,1032.0,True,analytical_hypothetical_hardware
32,6,256.0,1.5,1.0,2,0.0519070100475,4.475176900625229,172,2064.0,True,analytical_hypothetical_hardware
32,6,256.0,1.5,1.0,4,0.0519070100475,4.475176900625229,344,4128.0,True,analytical_hypothetical_hardware
32,6,256.0,2.0,0.0,1,0.0519070100475,3.8358659148216248,73,876.0,True,analytical_hypothetical_hardware
32,6,256.0,2.0,0.0,2,0.0519070100475,3.8358659148216248,146,1752.0,True,analytical_hypothetical_hardware
32,6,256.0,2.0,0.0,4,0.0519070100475,3.8358659148216248,292,3504.0,True,analytical_hypothetical_hardware
32,6,256.0,2.0,0.25,1,0.0519070100475,3.995693661272526,76,912.0,True,analytical_hypothetical_hardware
32,6,256.0,2.0,0.25,2,0.0519070100475,3.995693661272526,152,1824.0,True,analytical_hypothetical_hardware
32,6,256.0,2.0,0.25,4,0.0519070100475,3.995693661272526,304,3648.0,True,analytical_hypothetical_hardware
32,6,256.0,2.0,0.5,1,0.0519070100475,4.155521407723427,80,960.0,True,analytical_hypothetical_hardware
32,6,256.0,2.0,0.5,2,0.0519070100475,4.155521407723427,160,1920.0,True,analytical_hypothetical_hardware
32,6,256.0,2.0,0.5,4,0.0519070100475,4.155521407723427,320,3840.0,True,analytical_hypothetical_hardware
32,6,256.0,2.0,1.0,1,0.0519070100475,4.475176900625229,86,1032.0,True,analytical_hypothetical_hardware
32,6,256.0,2.0,1.0,2,0.0519070100475,4.475176900625229,172,2064.0,True,analytical_hypothetical_hardware
32,6,256.0,2.0,1.0,4,0.0519070100475,4.475176900625229,344,4128.0,True,analytical_hypothetical_hardware
